row_id,order_id,order_date_key,ship_date_key,customer_key,region_key,product_key,order_priority,ship_mode,order_quantity,sales,discount,profit,unit_price,shipping_cost,profit_margin_pct,shipping_days
755,5409,20120108,20120113,27,1,49,Low,Regular Air,11,48.91,0.01,-7.04,3.98,2.97,-0.143937845021468,5
769,5506,20101107,20101108,28,1,50,Critical,Regular Air,22,129.62,0.05,4.41,5.88,3.04,0.0340225273877488,1
782,5569,20100429,20100501,29,1,51,Not Specified,Regular Air,12,118.97,0.09,-0.06,9.65,6.22,-0.0005043288223921997,2
786,5607,20111231,20120103,30,1,52,Not Specified,Regular Air,8,61.8715,0.0,-50.33,7.99,5.03,-0.8134601553219172,3
817,5894,20090812,20090813,31,1,53,High,Regular Air,7,384.33,0.1,87.68,58.1,1.49,0.22813727786017227,1
818,5894,20090812,20090815,31,1,54,High,Regular Air,3,239.03,0.01,-68.22,80.48,4.5,-0.28540350583608753,3
821,5925,20111112,20111119,32,1,55,Low,Regular Air,44,3922.42,0.08,-354.9,92.23,39.61,-0.0904798568230837,7
822,5925,20111112,20111119,32,1,56,Low,Regular Air,25,1733.3625,0.07,-267.01,85.99,0.99,-0.15404163872242535,7
839,6016,20120120,20120120,33,1,57,High,Regular Air,19,208.28,0.07,3.63,11.48,5.43,0.017428461686191665,0
853,6116,20090320,20090322,34,1,58,Medium,Regular Air,6,9620.82,0.04,-1759.58,1637.53,24.49,-0.182892934282109,2
863,6182,20120721,20120728,17,1,59,Low,Regular Air,40,255.48,0.04,-116.79,6.48,6.65,-0.45713950211366844,7
864,6182,20120721,20120725,17,1,60,Low,Express Air,18,130.32,0.04,-67.28,6.48,7.86,-0.516267648864334,4
911,6535,20120612,20120615,35,1,61,Critical,Express Air,11,312.36,0.07,-19.33,28.15,8.99,-0.061883723908310914,3
950,6884,20090115,20090120,33,1,62,Low,Regular Air,41,217.0,0.01,-61.21,4.98,4.75,-0.282073732718894,5
951,6884,20090115,20090120,33,1,63,Low,Regular Air,47,296.13,0.04,119.09,6.35,1.02,0.4021544591902205,5
956,6916,20100604,20100608,36,1,64,Low,Express Air,40,436.17,0.08,-141.27,10.9,7.46,-0.323887475067061,4
963,6980,20100218,20100219,37,1,7,Not Specified,Regular Air,18,136.29,0.05,-77.28,7.3,7.72,-0.5670261941448382,1
964,6982,20111116,20111118,25,1,65,Not Specified,Express Air,32,1311.25,0.0,407.44,39.48,1.99,0.3107264061010486,2
965,6982,20111116,20111118,25,1,66,Not Specified,Delivery Truck,5,544.41,0.09,-338.27,100.98,57.38,-0.6213515548942893,2
966,6982,20111116,20111118,25,1,67,Not Specified,Regular Air,41,844.09,0.04,52.56,19.98,10.49,0.0622682415382246,2
988,7110,20110807,20110811,17,1,68,Low,Regular Air,22,6396.2,0.02,1902.24,276.2,24.49,0.297401582189425,4
1017,7430,20100608,20100609,34,1,69,Medium,Regular Air,50,751.77,0.05,353.2,15.67,1.39,0.4698245474014659,1
1073,7906,20091017,20091017,38,1,70,Medium,Regular Air,37,1003.06,0.03,271.78,25.98,5.37,0.2709508902757562,0
1154,8391,20110828,20110829,12,1,71,High,Delivery Truck,4,1266.72,0.04,-268.36,300.98,64.73,-0.21185423771630668,1
1156,8419,20110929,20111001,24,1,72,Critical,Express Air,19,368.04,0.07,70.39,19.98,5.97,0.1912563851755244,2
1157,8419,20110929,20110930,24,1,73,Critical,Regular Air,24,152.6,0.1,-86.62,6.48,7.03,-0.5676277850589778,1
1205,8833,20120504,20120508,24,1,74,Low,Regular Air,40,3338.98,0.0,-846.73,80.98,35.0,-0.2535894195233275,4
1226,8995,20110517,20110518,38,1,75,High,Express Air,5,24.16,0.08,8.05,1.88,1.49,0.3331953642384106,1
1227,8995,20110517,20110518,38,2,76,High,Express Air,41,270.84,0.1,-78.02,6.48,5.86,-0.28806675527987,1
1228,8995,20110517,20110518,38,2,77,High,Express Air,35,3389.93,0.08,737.94,102.3,21.26,0.21768591091851458,1
1229,8995,20110517,20110518,38,2,78,High,Regular Air,42,266.36,0.07,-191.28,6.48,8.19,-0.7181258447214296,1
1230,8995,20110517,20110519,38,2,79,High,Regular Air,46,89.41,0.01,-21.49,1.89,0.76,-0.24035342802818477,2
1258,9126,20091117,20091118,12,2,80,Medium,Regular Air,47,2799.7,0.04,884.08,62.05,3.99,0.3157766903596814,1
1259,9127,20111010,20111012,39,2,81,Not Specified,Express Air,7,2039.56,0.04,-329.49,279.48,35.0,-0.16154954990292025,2
1299,9509,20121007,20121008,32,2,82,Not Specified,Delivery Truck,36,12175.82,0.02,2825.15,320.98,58.95,0.23202954708594575,1
1300,9509,20121007,20121008,32,2,83,Not Specified,Express Air,5,101.21,0.1,2.13,18.97,5.21,0.021045351249876495,1
1301,9509,20121007,20121007,32,2,84,Not Specified,Regular Air,32,1585.64,0.02,707.15,48.91,5.81,0.44597134280164474,0
1337,9763,20110813,20110816,18,2,85,Medium,Regular Air,44,176.26,0.07,75.13,4.13,0.5,0.4262453194145013,3
1370,9927,20110816,20110817,17,2,86,High,Delivery Truck,32,4655.07,0.0,-270.63,140.98,53.48,-0.05813661233880479,1
1371,9927,20110816,20110817,17,2,87,High,Regular Air,44,10087.6,0.01,3387.35,218.08,18.06,0.3357934493834014,1
1372,9927,20110816,20110817,17,2,88,High,Express Air,34,1608.08,0.09,-82.16,50.98,6.5,-0.05109198547335953,1
1380,10022,20090304,20090304,40,2,89,Low,Regular Air,1,12.18,0.06,-3.88,10.14,2.27,-0.3185550082101806,0
1445,10437,20090818,20090820,27,2,23,Critical,Regular Air,50,820.52,0.01,-191.22,15.99,13.18,-0.23304733583581144,2
1457,10499,20101116,20101117,41,2,90,Not Specified,Delivery Truck,29,6250.936,0.01,31.21,262.11,62.74,0.004992852270443979,1
1462,10535,20110527,20110529,41,2,91,Low,Regular Air,25,854.88,0.09,-44.14,33.98,19.99,-0.05163297772786824,2
1463,10535,20110527,20110603,41,2,92,Low,Regular Air,46,80.27,0.09,-0.79,1.76,0.7,-0.009841783979070637,7
1495,10789,20100823,20100824,42,2,93,Not Specified,Express Air,15,308.54,0.0,76.42,19.84,4.1,0.24768263434238671,1
1496,10791,20110819,20110821,43,2,94,Not Specified,Regular Air,20,400.57,0.05,93.36,19.98,5.77,0.23306787827346032,2
1513,10945,20120103,20120105,37,2,95,Medium,Regular Air,14,1170.025,0.04,4.22,95.99,8.99,0.003606760539304715,2
1544,11137,20121129,20121130,11,2,96,High,Regular Air,48,5188.86,0.1,395.12,111.03,8.64,0.07614774728938534,1
1551,11202,20120317,20120318,34,2,97,Medium,Regular Air,8,339.81,0.05,79.59,43.41,2.99,0.23421912245078133,1
1589,11456,20100412,20100419,41,2,98,Low,Regular Air,15,1519.9,0.09,399.37,105.34,24.49,0.2627607079413119,7
1590,11460,20100824,20100826,5,2,99,High,Regular Air,30,102.24,0.09,37.79,3.69,0.5,0.3696205007824726,2
1594,11495,20110704,20110705,44,2,100,High,Delivery Truck,6,965.69,0.0,-144.2,146.34,43.75,-0.14932328179850674,1
1654,11911,20101110,20101112,22,2,101,Critical,Regular Air,25,397.84,0.0,-14.75,15.22,9.73,-0.03707520611301026,2
1655,11941,20100624,20100625,42,2,102,Critical,Regular Air,4,73.07,0.08,-41.01,15.7,11.25,-0.5612426440399617,1
1656,11941,20100624,20100625,42,2,103,Critical,Delivery Truck,26,4679.1,0.05,111.52,179.29,29.21,0.02383364322198713,1
1675,12096,20120919,20120919,30,2,104,Medium,Regular Air,46,8009.5925,0.02,2332.4,200.99,8.08,0.2912008320023772,0
1676,12096,20120919,20120921,30,2,105,Medium,Regular Air,23,4689.66,0.01,2176.19,194.3,11.54,0.464040037017609,2
1710,12289,20111224,20111228,44,2,106,Low,Regular Air,25,3019.41,0.04,1269.05,120.97,7.11,0.420297342858373,4
1718,12352,20120323,20120324,45,2,107,Medium,Regular Air,5,36.86,0.07,-32.82,5.81,8.49,-0.8903960933260988,1
1727,12419,20111015,20111017,12,2,108,Critical,Regular Air,12,22079.47,0.06,5322.14,1938.02,13.99,0.24104473522235814,2
1745,12485,20100807,20100808,21,2,109,Critical,Delivery Truck,24,5407.31,0.04,1068.48,226.67,28.16,0.19759917593036092,1
1751,12544,20090303,20090310,13,2,110,Low,Regular Air,34,74.3,0.08,-129.01,2.08,5.33,-1.7363391655450875,7
1770,12704,20100209,20100209,4,2,111,Low,Regular Air,44,21506.77,0.06,1260.51,499.99,24.49,0.05860991678434279,0
1771,12704,20100209,20100211,4,2,112,Low,Delivery Truck,28,669.02,0.02,-1274.02,20.98,53.03,-1.9043077934889838,2
1781,12771,20090117,20090117,4,2,113,Critical,Regular Air,40,1143.49,0.08,-193.44,30.53,19.99,-0.16916632414800303,0
1782,12771,20090117,20090119,4,2,114,Critical,Regular Air,46,78.08,0.01,-43.1,1.68,1.57,-0.5519979508196722,2
1806,12929,20100830,20100831,13,2,115,Critical,Delivery Truck,19,5297.47,0.02,-158.93,270.98,50.0,-0.030001113739200034,1
1807,12929,20100830,20100831,13,2,116,Critical,Regular Air,20,95.3,0.0,29.68,4.48,1.22,0.31143756558237146,1
1842,13280,20090911,20090912,17,2,64,High,Regular Air,40,460.68,0.01,-116.76,10.9,7.46,-0.2534514196405314,1
1843,13280,20090911,20090912,17,2,52,High,Regular Air,49,318.7585,0.1,-160.95,7.99,5.03,-0.5049277117316087,1
1848,13313,20090716,20090717,33,2,117,Not Specified,Regular Air,47,1020.61,0.04,-209.61,21.66,13.99,-0.20537717639450917,1
1855,13346,20121115,20121120,41,2,118,Low,Regular Air,44,268.34,0.09,-240.83,6.48,8.88,-0.8974808079302379,5
1913,13702,20110910,20110914,17,2,119,Low,Regular Air,6,209.0,0.08,12.32,35.44,7.5,0.05894736842105263,4
1928,13795,20110410,20110413,1,2,23,Not Specified,Regular Air,30,501.32,0.04,-119.08,15.99,13.18,-0.2375329131093912,3
1929,13795,20110410,20110413,1,2,120,Not Specified,Express Air,23,275.16,0.05,43.35,11.34,5.01,0.1575447012647187,3
1930,13795,20110410,20110411,1,2,121,Not Specified,Regular Air,37,1302.99,0.02,545.49,35.44,5.09,0.41864480924642555,1
1978,14116,20111009,20111011,41,2,122,High,Regular Air,1,40.1,0.09,-16.07,30.98,11.63,-0.40074812967581047,2
1979,14116,20111009,20111010,41,2,123,High,Regular Air,42,1414.05,0.09,161.48,34.54,14.72,0.11419681057954104,1
2013,14372,20121023,20121025,28,2,124,Critical,Delivery Truck,34,5350.61,0.09,-1059.2,170.98,60.49,-0.19795873741498635,2
2058,14726,20120108,20120108,37,2,125,Low,Regular Air,15,310.87,0.07,-21.48,20.95,4.0,-0.06909640685817223,0
2070,14819,20100125,20100127,5,2,126,Not Specified,Regular Air,48,9062.73,0.09,3122.78,207.48,0.99,0.34457387564232855,2
2071,14819,20100125,20100126,5,2,127,Not Specified,Delivery Truck,27,1584.1,0.07,-478.22,58.14,36.61,-0.30188750710182444,1
2114,15106,20110127,20110129,7,2,6,Not Specified,Regular Air,42,283.58,0.03,-14.23,6.64,4.95,-0.05017984343042528,2
2115,15106,20110127,20110127,7,2,128,Not Specified,Delivery Truck,39,5403.37,0.06,948.79,145.45,17.85,0.17559226926899324,0
2116,15106,20110127,20110129,7,2,129,Not Specified,Regular Air,35,82.15,0.03,-6.33,2.21,1.12,-0.07705416920267802,2
2117,15108,20090827,20090829,40,2,130,High,Regular Air,50,2066.16,0.02,372.36,40.99,17.48,0.18021837611801605,2
2129,15205,20110317,20110319,20,2,131,Critical,Delivery Truck,18,4605.36,0.02,678.26,243.98,43.32,0.14727621727725954,2
2130,15205,20110317,20110318,20,2,132,Critical,Regular Air,42,1753.51,0.02,155.72,39.98,9.2,0.08880474020678525,1
2161,15591,20120606,20120608,23,2,133,Critical,Regular Air,31,426.34,0.0,73.53,12.58,5.16,0.17246798329971386,2
2206,15907,20110411,20110413,46,2,134,High,Delivery Truck,36,1837.44,0.01,-1414.41,48.58,54.11,-0.7697720741901777,2
2207,15907,20110411,20110414,46,2,135,High,Express Air,36,3722.29,0.04,950.68,105.98,13.99,0.2554019165621163,3
2208,15907,20110411,20110412,46,2,136,High,Regular Air,4,28.05,0.09,-5.41,7.04,2.17,-0.1928698752228164,1
2209,15937,20121106,20121110,6,2,137,Low,Regular Air,32,311.44,0.04,74.07,9.78,1.99,0.23783072180837397,4
2210,15937,20121106,20121115,6,2,138,Low,Express Air,17,215.65,0.01,77.38,12.22,2.85,0.35882216554602364,9
2221,16039,20120516,20120517,30,2,139,High,Regular Air,3,121.12,0.1,-118.82,43.98,1.99,-0.9810105680317041,1
2246,16193,20120409,20120411,29,2,140,Not Specified,Regular Air,8,300.2,0.0,6.41,34.76,8.22,0.021352431712191873,2
2247,16193,20120409,20120411,29,2,141,Not Specified,Regular Air,29,1364.8025,0.07,-183.68,55.99,5.0,-0.13458357527920706,2
2281,16423,20120805,20120807,39,2,142,Medium,Regular Air,19,128.21,0.05,-55.13,6.48,6.57,-0.4299976600889166,2
2283,16451,20090722,20090723,27,2,143,Not Specified,Regular Air,9,252.79,0.09,58.23,30.56,2.99,0.23034930179200125,1
2294,16545,20100509,20100511,4,2,144,Not Specified,Regular Air,10,50.97,0.09,4.45,5.16,0.73,0.08730625858348048,2
2295,16545,20100509,20100511,4,2,145,Not Specified,Regular Air,1,4.99,0.04,-3.06,3.68,1.32,-0.6132264529058116,2
2296,16547,20090218,20090220,24,2,146,Not Specified,Delivery Truck,30,10554.63,0.09,1240.25,355.98,58.92,0.11750767198850173,2
2297,16547,20090218,20090218,24,2,147,Not Specified,Delivery Truck,8,1749.64,0.04,-533.23,218.75,69.64,-0.30476555177064996,0
2316,16706,20120627,20120628,28,2,148,High,Regular Air,47,1943.72,0.03,-1003.58,41.47,34.2,-0.5163192229333443,1
2317,16706,20120627,20120628,28,2,149,High,Regular Air,6,18.37,0.01,-4.06,2.78,1.2,-0.221012520413718,1
2318,16706,20120627,20120629,28,2,150,High,Express Air,49,6175.777,0.07,1881.58,155.99,3.9,0.30467097500444074,2
2323,16741,20100930,20101001,24,2,151,Medium,Regular Air,6,157.97,0.01,-42.38,22.84,16.87,-0.2682787871114769,1
2346,16932,20100415,20100416,4,2,152,Critical,Regular Air,25,144.84,0.09,-120.99,5.78,8.09,-0.8353355426677713,1
2347,16932,20100415,20100415,4,2,153,Critical,Regular Air,20,127.16,0.09,12.88,6.7,1.56,0.10128971374646116,0
2383,17283,20110914,20110915,7,2,154,Not Specified,Delivery Truck,4,5472.12,0.06,-2816.34,1360.14,14.7,-0.514670730905024,1
2384,17286,20100921,20100922,1,2,115,High,Delivery Truck,7,1810.67,0.09,-541.87,270.98,50.0,-0.29926491298800995,1
2402,17409,20100817,20100819,1,2,155,Not Specified,Regular Air,31,633.56,0.09,-158.87,20.97,6.5,-0.2507576235873477,2
2445,17764,20090916,20090916,15,2,151,Low,Regular Air,27,644.4,0.04,-97.28,22.84,16.87,-0.15096213531967723,0
2483,18080,20090622,20090623,12,2,156,High,Delivery Truck,7,1211.98,0.1,-80.83,180.98,26.2,-0.06669251967854255,1
2487,18113,20120828,20120830,47,2,157,Not Specified,Delivery Truck,27,3316.08,0.08,-514.32,130.98,30.0,-0.15509879134399654,2
2489,18144,20110607,20110609,25,2,158,Critical,Regular Air,48,207.08,0.09,-131.82,4.28,5.17,-0.6365655785203785,2
2490,18144,20110607,20110609,25,2,159,Critical,Regular Air,8,234.28,0.09,-65.42,28.28,13.99,-0.27923851801263444,2
2491,18144,20110607,20110609,25,2,160,Critical,Regular Air,41,1779.8915,0.09,-250.17,55.99,5.0,-0.1405535112674003,2
2520,18308,20091009,20091011,31,2,161,Not Specified,Regular Air,30,114.12,0.05,15.73,3.8,1.49,0.13783736417805817,2
2521,18308,20091009,20091009,31,2,162,Not Specified,Regular Air,15,436.05,0.09,-92.58,30.73,4.0,-0.21231510147918817,0
2522,18308,20091009,20091010,31,2,163,Not Specified,Regular Air,49,5247.4835,0.0,1465.87,125.99,8.08,0.2793472337740557,1
2615,18887,20101205,20101207,3,2,164,Not Specified,Regular Air,9,173.417,0.0,18.23,20.99,0.99,0.10512233518051864,2
2624,19010,20090607,20090609,17,2,165,Low,Regular Air,18,23792.93,0.0,10951.31,1270.99,19.99,0.4602758046192713,2
2637,19078,20090727,20090728,44,2,166,Critical,Regular Air,21,256.12,0.03,-18.19,11.97,4.98,-0.07102139622052163,1
2643,19138,20110905,20110910,9,2,167,Low,Express Air,30,387.0,0.01,-31.45,12.28,6.13,-0.08126614987080104,5
2726,19655,20090111,20090112,18,2,168,High,Regular Air,31,1143.45,0.06,304.42,39.24,1.99,0.26622939350212077,1
2727,19686,20100815,20100815,18,2,169,Medium,Regular Air,2,42.31,0.06,-53.08,17.98,8.51,-1.2545497518317181,0
2728,19686,20100815,20100817,18,2,170,Medium,Regular Air,11,152.67,0.04,12.76,12.95,4.98,0.08357896115805333,2
2768,20007,20090805,20090806,24,2,114,Not Specified,Regular Air,49,82.61,0.08,-46.25,1.68,1.57,-0.559859581164508,1
2782,20071,20110917,20110919,48,2,171,Medium,Delivery Truck,31,789.94,0.1,-190.41,25.98,14.36,-0.2410436235663468,2
2796,20160,20111022,20111024,49,2,172,Low,Express Air,42,435.24,0.08,174.89,10.31,1.79,0.4018242808565389,2
2811,20263,20091114,20091115,50,2,173,Medium,Regular Air,8,473.7,0.05,72.51,59.78,10.29,0.15307156428119065,1
2812,20263,20091114,20091116,50,2,174,Medium,Regular Air,33,553.5625,0.08,-76.86,20.99,1.25,-0.13884611042113582,2
2935,21285,20100703,20100704,35,2,114,Medium,Regular Air,32,54.78,0.02,-30.54,1.68,1.57,-0.5575027382256298,1
2936,21285,20100703,20100705,35,2,175,Medium,Regular Air,47,304.83,0.1,23.82,7.08,2.35,0.07814191516583013,2
2956,21383,20090130,20090204,51,2,176,Low,Regular Air,31,16066.85,0.07,7416.43,574.74,24.49,0.46159825977089475,5
2999,21607,20120315,20120317,52,2,177,Not Specified,Regular Air,17,618.9,0.09,54.92,36.55,13.89,0.08873808369688158,2
3006,21636,20090810,20090810,53,2,178,Low,Regular Air,35,1665.0395,0.02,366.51,55.99,3.3,0.22012090403861287,0
3052,21889,20100401,20100408,47,2,179,Low,Regular Air,21,1049.79,0.08,135.79,51.75,19.99,0.12934967945970147,7
3053,21889,20100401,20100403,47,2,180,Low,Regular Air,16,817.18,0.1,103.38,55.29,5.08,0.12650823563963876,2
3089,22151,20100731,20100731,28,2,51,High,Regular Air,49,465.83,0.1,-79.72,9.65,6.22,-0.1711353927398407,0
3110,22342,20090529,20090605,10,2,181,Low,Regular Air,13,241.706,0.0,-92.96,20.99,3.3,-0.38459947208592254,7
3135,22469,20101011,20101013,54,2,52,High,Regular Air,44,275.91,0.1,-162.37,7.99,5.03,-0.5884890000362437,2
3138,22501,20100518,20100519,18,2,182,High,Express Air,2,30.83,0.04,7.27,7.64,1.39,0.23580927667855983,1
3140,22532,20110208,20110208,4,2,183,Critical,Regular Air,13,121.66,0.03,-11.8,8.85,5.6,-0.09699161597895777,0
3244,23264,20101207,20101209,3,2,184,Critical,Regular Air,16,108.42,0.02,-50.82,6.48,6.81,-0.46873270614277807,2
3245,23264,20101207,20101209,3,2,185,Critical,Regular Air,27,78.47,0.06,17.99,2.88,0.99,0.22925958965209633,2
3284,23488,20090106,20090107,20,2,186,Critical,Delivery Truck,30,26133.39,0.04,-11053.6,880.98,44.55,-0.4229684706040816,1
3300,23584,20120312,20120314,18,2,187,Critical,Delivery Truck,14,2671.21,0.06,636.18,200.97,15.59,0.23816173194919155,2
3355,24007,20100826,20100902,32,2,188,Low,Regular Air,26,531.66,0.08,135.65,20.89,1.99,0.25514426513185123,7
3356,24007,20100826,20100902,32,2,189,Low,Regular Air,28,317.85,0.06,-13.95,11.58,6.97,-0.04388862671071259,7
3357,24007,20100826,20100830,32,2,85,Low,Regular Air,42,163.08,0.09,66.17,4.13,0.5,0.40575177826833453,4
3359,24038,20110620,20110622,54,2,149,High,Regular Air,38,103.07,0.1,-0.95,2.78,1.34,-0.009217036965169302,2
3371,24097,20100804,20100804,43,2,190,High,Regular Air,1,17.19,0.0,-35.34,14.48,1.99,-2.055846422338569,0
3372,24097,20100804,20100806,43,2,191,High,Regular Air,27,2689.48,0.04,399.93,99.99,19.99,0.14870160774573524,2
3373,24097,20100804,20100806,43,2,192,High,Regular Air,2,15.31,0.01,-8.15,4.98,4.86,-0.5323318092749837,2
3380,24128,20101123,20101125,21,2,193,High,Regular Air,13,270.63,0.1,7.07,21.98,8.32,0.026124228651664635,2
3381,24128,20101123,20101125,21,2,194,High,Regular Air,43,6583.913,0.09,1459.79,195.99,3.99,0.22172073051390565,2
3406,24294,20090802,20090803,46,2,187,Not Specified,Delivery Truck,24,4865.72,0.03,1951.3,200.97,15.59,0.4010300633821921,1
3418,24387,20110810,20110811,50,2,195,Critical,Regular Air,23,1003.31,0.01,51.9,40.97,14.45,0.05172877774566186,1
3419,24387,20110810,20110810,50,2,196,Critical,Delivery Truck,17,6048.18,0.04,1418.36,349.45,60.0,0.23451021629647262,0
3434,24515,20100506,20100508,21,2,197,Critical,Delivery Truck,41,3051.27,0.1,121.48,80.97,33.6,0.03981293035359047,2
